svg237,13.885346,142.64578,980.2273,789.17832
switch235,13.885346,142.64578,980.2273,789.17832
g233,13.885346,142.64578,980.2273,789.17832
_x23_background,13.885346,142.64578,980.2273,592.85575
g8,13.885346,142.64578,980.2273,592.85575
g6,13.885346,142.64578,980.2273,592.85575
path4,13.885346,142.64578,980.2273,592.85575
_x23_accessory_x28_have_x5B_plant_x5D__x29_,47.8395,451.1405,849.106,335.438
g107,47.8395,451.1405,849.106,335.438
image11,47.8395,451.1405,849.106,335.438
g105,69.4,461.78841,815.6,302.51159
g103,69.4,461.78841,815.6,302.51159
path13,820.19928,704.1,56.800722,56.9
path15,820.19928,704.1,56.800722,56.9
circle17,841.60001,707.49998,9.1999998,9.1999998
circle19,841.60001,701.80002,9.1999998,9.1999998
circle21,841.60001,696.10001,9.1999998,9.1999998
circle23,841.60001,690.4,9.1999998,9.1999998
circle25,841.60001,684.69999,9.1999998,9.1999998
circle27,841.60001,678.99998,9.1999998,9.1999998
circle29,841.60001,673.4,9.1999998,9.1999998
circle31,848.49998,675.60001,9.1999998,9.1999998
circle33,852.99998,673.4,9.1999998,9.1999998
circle35,857.49998,671.10001,9.1999998,9.1999998
circle37,841.60001,667.69999,9.1999998,9.1999998
circle39,841.60001,661.99998,9.1999998,9.1999998
circle41,841.60001,656.30002,9.1999998,9.1999998
circle43,841.60001,650.69999,9.1999998,9.1999998
path45,826.85001,624.65001,38.549985,38.59997
path47,862.12669,660.92669,22.764086,22.746611
circle49,834.80002,675.60001,9.1999998,9.1999998
circle51,830.19999,673.4,9.1999998,9.1999998
circle53,825.69999,671.10001,9.1999998,9.1999998
path55,807.46956,660.92669,22.703746,22.746611
path57,820.19928,707.5,56.800722,56.8
g65,827.04476,624.74476,38.45524,33.95524
path59,863.9,641.8,1.6,1.4
path61,857.2,632.4,6.3,3.9
path63,827.04476,624.74476,32.15524,33.95524
g71,862.1,660.8203,22.9,12.679703
path67,873.1,663.1,11.9,10.4
path69,862.1,660.8203,14.3,12.479703
g77,807.5,660.8203,22.9,12.679703
path73,807.5,663.1,11.9,10.4
path75,816.1,660.8203,14.3,12.479703
path79,69.4,678.2,151,77.6
path81,69.4,678.2,151,77.6
ellipse83,135.69999,684.2,16.4,21.6
ellipse85,135.69999,670.99999,16.4,21.6
ellipse87,135.69999,657.79998,16.4,21.6
ellipse89,135.69999,644.60002,16.4,21.6
ellipse91,135.69999,631.49999,16.4,21.6
ellipse93,135.69999,618.29998,16.4,21.6
ellipse95,135.69999,605.10002,16.4,21.6
path97,104.14379,461.78841,79.018747,176.46779
path99,104.14379,549.52537,78.931206,88.830832
path101,69.4,678.19255,151,81.107452
_x23_woman_x28_lean_x2C_play_x5F_with_x5B_toy_x5D__x29_,198.7049,237.2601,564.7902,694.564
g230,198.7049,237.2601,564.7902,694.564
image110,198.7049,237.2601,564.7902,694.564
g228,220.2,247.73283,531.1325,662.19835
g226,220.2,247.73283,531.1325,662.19835
path112,279.1,679.1,149.12222,134.92224
path114,279.1,679.1,149.12222,134.92224
path116,227.39359,769.875,214.46317,140.05618
path118,227.39359,769.875,214.46317,140.05618
path120,271.01658,689.22726,124.20328,212.18836
path122,441.34367,381.95429,132.47017,145.2176
path124,441.34367,381.95429,132.47017,145.2176
path126,402.9,479.33884,174.8,157.26116
circle128,467.10001,300.19999,114.2,114.2
path130,428.92147,424.01989,26.478533,69.68011
path132,220.2,594.5,343.04351,244.3
path134,402.9,583.2,144.5,53.4
path136,402.9,583.2,144.5,53.4
path138,553.3,450.86149,82.632415,279.75121
path140,535.4,444.63379,46.221003,70.750987
circle142,512.80001,455.6,78.800003,78.800003
circle144,629.69997,455.6,78.800003,78.800003
ellipse146,629.7,466.00001,59.599998,68.400002
ellipse148,531.99999,466.00001,59.599998,68.400002
path150,413.9573,555.44761,337.37519,124.65239
path152,501.4,548.3,199.81079,117.2
path154,506.01436,555.4,190.08564,176.20416
circle156,536.70001,462.59998,148,148
circle158,536.70001,458.29999,148,148
circle160,597.40001,504.49999,7.5999999,7.5999999
circle162,615.79998,504.49999,7.5999999,7.5999999
ellipse164,572.10001,516.30001,77.199997,49.799999
ellipse166,574.20001,517.70001,73,47
path168,512.9,683.29959,50.7,43.300408
path170,478.1,686.8,85,120.7
path172,483.6,733.3,79.5,74.2
ellipse174,486.80001,735.60001,110.8,90.199997
ellipse176,495.2,741.29998,102.6,84.599998
ellipse178,555.70001,756.00001,18,22.4
ellipse180,557.10001,757.80001,15.2,18.799999
ellipse182,528.90001,766.70001,18.6,20
ellipse184,530.10001,768.00001,16.200001,17.4
ellipse186,513.70001,791.30002,20,16.200001
ellipse188,515.00001,792.40002,17.4,14
ellipse190,542.90091,789.26785,37.979801,35.088845
ellipse192,544.21724,790.47868,35.347132,32.667193
path194,630.1,684.1,59.4,46.5
path196,632.1,686.99972,85.003262,120.50028
path198,632.1,734.19853,78.5,73.401472
ellipse200,597.69997,735.60001,110.8,90.199997
ellipse202,597.70002,741.29998,101.4,84.599998
ellipse204,621.60001,755.90001,18.200001,22.6
ellipse206,623.10001,757.80001,15.2,18.799999
ellipse208,647.90001,766.70001,18.6,20
ellipse210,649.10001,768.00001,16.200001,17.4
ellipse212,661.70001,791.30002,20,16.200001
ellipse214,663.00001,792.40002,17.4,14
ellipse216,614.5369,789.45348,37.979801,35.088845
ellipse218,615.85323,790.6643,35.347132,32.667193
path220,387.28794,425.24937,195.94608,267.55063
path222,311.7,247.73283,281.91911,360.19864
path224,311.6,266.3,282.05693,342.66592
