图层_1,-0.00084289177,236,995.00178,586.1
_x23_background,-0.00084289177,236,995.00178,536.70462
_x23_chart_x28_have_x5B_list_x5D__x29_,59.002435,323.79897,906.99753,498.30103
path5,161.8,323.79897,671.4,448.70103
line7,225.59288,444.99995,568.11425,1.0001
line9,225.59288,549.79994,568.11425,1.0001
line11,225.59288,654.59993,568.11425,1.0001
line13,225.59288,761.99995,568.11425,1.0001
ellipse15,709.19998,803.9,256.79999,18.200001
path17,447.69894,377.9,119.80106,31.2
path19,455.49843,383.1,104.20157,20.8
path21,519.4,384.2,37.7,18.6
circle23,532.2,387.7,11.6,11.6
path25,447.69894,584,119.80106,31.2
path27,455.49843,589.3,104.20157,20.8
path29,519.4,590.4,37.7,18.6
circle31,532.2,593.90001,11.6,11.6
path33,447.69894,687.1,119.80106,31.2
path35,455.49843,692.3,104.20157,20.8
path37,519.4,693.5,37.7,18.6
circle39,532.2,696.99999,11.6,11.6
path41,447.69894,480.9,119.80106,31.2
path43,455.49843,486.2,104.20157,20.8
path45,458,487.3,37.7,18.6
circle47,471.40001,490.80001,11.6,11.6
path49,248.11184,352.51184,81.988164,81.688164
path58,258.16868,375.88616,50.331323,58.413844
path60,257.24041,376.68616,51.259589,57.513844
path62,246.92101,456.42101,82.278988,81.578988
path71,265.77834,484.3638,40.121665,52.936198
path73,265.47834,485.2638,40.121665,52.036198
path75,248.11904,558.61904,81.980965,81.980965
g83,266.7,585.87749,41.6,54.122515
polygon77,300.3,638.8,0,0
path79,266.7,585.87749,41.6,54.122515
path81,268,637.3,0.2,0.1
path85,247.88533,661.58533,82.214674,82.214674
path87,264.12222,692.62122,56.277778,51.478775
path89,703.575,376.975,43.988124,33.45
path91,703.575,478.875,43.95,33.45
path93,703.575,684.475,43.988124,33.35
path95,833.4,691.4,23.736541,121.3
path97,850.09442,741.43431,23.807027,8.2201366
path99,850.09442,741.43431,23.807027,8.2201366
path101,850.29855,741.3105,23.30292,7.1264236
path103,850.4,742.3,23,3.91875
path105,838.49442,779.63431,23.811162,8.2201366
path107,838.49442,779.63431,23.811162,8.2201366
path109,838.79853,779.6105,23.202948,7.1264236
path111,838.9,780.6,23,3.91875
path113,828.11732,735.26295,21.976599,12.436268
path115,828.11732,735.26295,21.976599,12.436268
path117,828.63792,735.02625,21.317939,11.672141
path119,828.8,735.5,21,10.3
path121,817.91732,773.66295,21.95588,12.436268
path123,817.91732,773.66295,21.95588,12.436268
path125,818.33792,773.46744,21.317939,11.630955
path127,818.5,773.9,21,10.3
path129,816.63772,783.29626,23.615913,9.6481882
path131,816.63772,783.29626,23.615913,9.6481882
path133,816.76669,783.27402,22.971248,8.7824832
path135,817,784.4,22.6,5.7828427
ellipse137,839.58308,686.40846,36.413243,20.096288
ellipse139,839.58308,686.40846,36.413243,20.096288
ellipse141,840.05251,687.24568,35.403984,18.600647
path143,840.2,692.4,34.8,8.1
ellipse145,829.58659,654.23886,19.91501,36.513071
ellipse147,829.58659,654.23886,19.91501,36.513071
ellipse149,830.33112,654.75441,18.407743,35.505015
path151,835.8,655.2,7.6,34.9
ellipse153,820.26613,694.58097,19.91501,36.513071
ellipse155,820.26613,694.58097,19.91501,36.513071
ellipse157,821.10457,695.1178,18.407743,35.505015
path159,826.5,695.5,7.5,34.9
ellipse161,794.46564,676.72079,36.413243,20.096288
ellipse163,794.46564,676.72079,36.413243,20.096288
ellipse165,794.93297,677.57521,35.403984,18.600647
path167,795.1,682.7,34.8,8.1
ellipse169,833.54598,691.76358,22.972534,27.074497
ellipse171,833.54598,691.76358,22.972534,27.074497
ellipse173,833.92637,692.19659,22.050754,26.226281
path175,835.6,693.1,18.8,24.1
ellipse177,812.92766,670.63243,22.887027,27.148922
ellipse179,812.92766,670.63243,22.887027,27.148922
ellipse181,812.89589,665.76253,22.050754,26.226281
path183,814.5,666.7,18.8,24.1
ellipse185,833.34789,673.76232,23.174762,19.69068
ellipse187,833.34789,673.76232,23.174762,19.69068
ellipse189,833.67695,674.21736,22.326173,18.768458
path191,834.7,675.4,20.6,16
ellipse193,811.23472,690.20713,24.534961,17.96809
ellipse195,811.23472,690.20713,24.534961,17.96809
ellipse197,811.70262,690.72333,23.706244,16.992621
path199,812.1,692.8,22.7,12.7
ellipse201,826.31249,682.64273,8.4506579,9.8378386
ellipse203,826.31249,682.64273,8.4506579,9.8378386
ellipse205,826.48314,682.75928,8.1785564,9.6035443
path207,827.2,683.1,6.7,9
ellipse209,833.67104,692.06619,8.4506579,9.8378386
ellipse211,833.67104,692.06619,8.4506579,9.8378386
ellipse213,833.82329,692.17054,8.1785564,9.6035443
path215,834.5,692.4,6.7,9
circle217,833.09999,691.09999,2.4000001,2.4000001
circle219,833.09999,691.09999,2.4000001,2.4000001
g347,59.002435,601.20976,80.668183,151.69024
path221,97.6,637.9,23.392107,115
path223,114.09442,687.33431,23.611164,8.1201366
path225,114.09442,687.33431,23.611164,8.1201366
path227,114.3942,687.3105,23.007271,7.02706
path229,114.5,688.2,22.7,3.91875
