svg246,3.9,231.246,981.065,553.6619
switch244,3.9,231.246,981.065,553.6619
g242,3.9,231.246,981.065,553.6619
_x23_other_x28_have_x5B_website_x2C_plant_x5D__x29_,3.9,231.246,981.065,553.6619
g104,3.9,231.246,981.065,553.6619
image4,3.9,231.246,981.065,553.6619
g102,23.495309,242.89999,950.31686,522.49415
g100,23.495309,242.89999,950.31686,522.49415
path6,902.68329,600.53758,35.614511,35.560221
path8,917.88473,589.85458,38.650893,152.17071
path10,903.22414,597.83759,36.572496,36.559046
path12,936.38752,575,35.524966,35.512483
path14,937.28783,571.45812,36.524333,36.554051
path16,928.99106,645.8022,35.550778,35.475935
path18,929.8359,642.3042,36.505012,36.472817
path20,916.08756,687.48509,35.427349,35.429813
path22,916.58921,684.78512,36.425675,36.429768
line24,774.52351,738.00588,170.75296,27.388262
g98,23.495309,242.89999,836.70467,467.00003
rect26,429.89999,324.5,386.60001,80.300003
path28,199.87949,408.6,120.62051,105.43321
rect30,403.10001,340.39999,385.60001,79.300003
circle32,153.3,252.79999,12,12
circle34,173.8,252.79999,12,12
circle36,194.3,252.79999,12,12
rect38,142.60001,242.89999,717.59998,466.79999
line40,143.10001,268.79999,716.60001,1
circle42,154.5,249.70001,13,13
circle44,175,249.70001,13,13
circle46,195.5,249.70001,13,13
path48,25.095833,382.08626,36.91791,36.981879
path50,42.837416,353.31022,100.74973,128.59911
path52,23.495309,379.38778,37.916906,37.891224
path54,25.794913,338.04062,37.00351,36.957798
path56,23.694895,334.54347,37.961636,37.913062
path58,79.028997,389.47863,36.842006,36.918372
path60,76.787785,385.97867,37.881693,37.931344
path62,104.68906,426.82557,36.885365,36.948853
path64,102.9893,424.02834,37.882358,37.943319
path66,95.895833,308.78626,36.91791,36.937464
path68,113.63742,279.81022,29.579743,59.376315
path70,94.295309,306.08778,37.916906,37.870838
path72,96.594913,264.74062,36.964462,36.91875
path74,94.494895,261.14347,37.961636,37.913062
line76,367.60001,269.29999,1,440.60004
rect78,448.70001,485.89999,125.4,17.1
rect80,645.79999,485.89999,125.4,17.1
rect82,455,476.89999,126.4,18.1
rect84,448.70001,618.20001,125.4,17.1
rect86,455,609.09998,126.4,18.1
rect88,449.10001,550.29999,322.5,17.1
rect90,455.5,542.90002,323.5,18.1
rect92,652.09998,476.89999,126.4,18.1
path94,178.2,421.49858,106.7,106.90142
path96,223.9,450.7,81.421866,83.303055
_x23_woman_x28_walk_x2C_watch_x2C_hold_x5B_phone_x5D__x29_,763.1508,382.2431,150.9987,398.3977
g239,763.1508,382.2431,150.9987,398.3977
image107,763.1508,382.2431,150.9987,398.3977
g237,783.08551,393.56178,119.45199,367.47065
g235,783.08551,393.56178,119.45199,367.47065
path109,817.63891,418.55755,25.734418,46.041606
path111,877.98523,708.2,24.55227,37.850982
path113,885.06653,699.01504,15.133472,25.925775
path115,884.4,712.9003,16.7,12.899699
path117,884.4,713.7003,16.7,12.899699
circle119,895.39999,722.89999,1.8,1.8
circle121,883.6,721.39999,1.8,1.8
circle123,892.30001,729.19998,1.8,1.8
circle125,884.19998,728.1,1.8,1.8
circle127,894.1,726.30001,1.8,1.8
circle129,883.6,724.80001,1.8,1.8
circle131,891.30001,732.69998,1.8,1.8
circle133,884.19998,731.50002,1.8,1.8
path135,805.39288,724.74444,17.807116,27.155556
path137,805.39288,736.3,17.807116,15.6
path139,783.08551,735.73077,43.125598,25.301662
circle141,808.19998,743.39999,1.8,1.8
circle143,802.89999,746.00002,1.8,1.8
circle145,805.80001,744.6,1.8,1.8
circle147,799.89999,747.50002,1.8,1.8
path149,808.2,724.74444,13.245774,9.2555556
path151,886,699.01504,12,12.756277
path153,798.74901,554.9,102.85099,179.2
path155,809.44444,463,25.255556,59.99252
path157,834.76734,431.33301,41.432659,49.866989
path159,834.76734,431.33301,41.432659,49.866989
ellipse161,822.69999,410.89999,43.200001,45.799999
ellipse163,822.69999,410.20001,43.200001,45.799999
path165,834.76734,458.6,41.432659,22.6
path167,817.1,463,17.6,59.1
path169,812.44613,457.81398,79.453871,114.52391
path171,809.57585,517.69243,15.627093,18.856714
path173,879.3,487,1.7129037,26.2
path175,853.54467,521.5,30.187385,69.973252
path177,853.30185,466.08565,45.302537,124.08431
path179,819.4,506.7036,30.480933,15.996396
polygon181,819.4,508.1,29.9,19.6
circle183,813.10002,566.99999,2.5999999,2.5999999
circle185,804.7,582.90001,2.5999999,2.5999999
circle187,871.99999,588.7,2.5999999,2.5999999
circle189,879.10002,611.2,2.5999999,2.5999999
circle191,876.29998,604.90001,2.5999999,2.5999999
circle193,873.90001,596.79998,2.5999999,2.5999999
circle195,808.60002,574.60002,2.5999999,2.5999999
circle197,799.7,591.2,2.5999999,2.5999999
path199,817.9,457.75925,74.1,28.140754
path201,809.4,602.3,22.406108,19.528927
path203,815.65881,574.6,4.9428441,15.908506
path205,826.4205,579.1,6.5795028,18.5
path207,807.35242,656,13.647579,8.3205275
path209,816.97359,394.26178,76.960314,101.12817
path211,817.37359,393.56178,76.960314,101.12817
path213,816.4,513.7679,22.550329,17.732103
path215,821,455.23454,19.90945,18.871245
g227,817.5035,402.9,76.796501,91.689949
path217,817.5035,418.8,61.096501,75.789949
path219,818.5,419,0.3,0.2
path221,819.9,402.9,6.4,14.9
path223,888.4,462.7,5.9,3.4
path225,878.7,483.3,3.1,2.5
path229,812.3,516.66627,7.2,1.5337278
path231,825.3,538.7,16.797257,5.2247325
path233,821.1,551.9,30.769806,6.5208956
